STATUS,UNIVERSITY NAME,FACULTY NAME,LEVEL TYPE,YEARS,BRANCH TYPE,CATEGORY NAME,SERIES NAME,SUB SERIES NAME,COLOR,PROD SUM PRICE,PROD TOTAL AMT,INSTALL NUM,INSTALL SUM FINAL,HP VAT SUM
Overdue 1,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย น่าน,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,4,2.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Silver,43690,43690,18,2815.58,50680.44
Overdue 1,มหาวิทยาลัยศรีนครินทรวิโรฒ องค์รักษ์,วิศวกรรมศาสตร์​,ปริญญาตรี,3,2.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,19200,19200,24,1088,26112
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 13,128GB,Blue,26900,26900,12,2372.5,28470
Overdue 1,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตขอนแก่น,วิศวกรรมศาสตร์​,ปริญญาตรี,1,1.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,Black,16900,16900,9,1955.23,17597.07
Overdue 1,มหาวิทยาลัยรามคำแหง,เกษตรศาสตร์/ประมง/สิ่งแวดล้อม/ทรัพยากร/วนศาสตร์,ปริญญาโท,1,1.0,Laptop,MacBook Air 13 : M2 chip 8C CPU/8C GPU/8GB - 2022,256GB,Space Grey,40400,47900,24,2333.34,56000.16
Overdue 1,วิทยาลัยเทคนิคยะลา,ช่าง,เทียบเท่าปริญญาตรี,1,2.0,Tablet,iPad Pro 11-inch Wi-Fi 2022 (4th Gen),128GB,Space Gray,30800,30800,18,1860.84,33495.12
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,วิศวกรรมศาสตร์​,ปริญญาตรี,3,1.0,Smart Phone,iPhone 13,128GB,Midnight,26900,26900,24,1524.33,36583.92
Overdue 1,มหาวิทยาลัยธรรมศาสตร์ ท่าพระจันทร์ ,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,2,2.0,Smart Phone,iPhone 13,128GB,Starlight,26900,26900,24,1524.33,36583.92
Overdue 1,มหาวิทยาลัยราชภัฏบุรีรัมย์,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,2,3.0,Smart Phone,iPhone 13,256GB,Midnight,30900,30900,24,1660,39840
Overdue 1,มหาวิทยาลัยบูรพา บางแสน,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,19200,19200,24,1088,26112
Overdue 1,มหาวิทยาลัยเฉลิมกาญจนา วิทยาเขตนครศรีธรรมราช,บริหารธุรกิจ,ปริญญาตรี,4,3.0,Smart Phone,iPhone 14 Plus,128GB,Blue,36200,36200,24,1781.67,42760.08
Overdue 1,มหาวิทยาลัยเชียงใหม่,นิติวิทยาศาสตร์/วิทยาศาสตร์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16900,16900,18,1021.04,18378.72
Overdue 1,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 13,128GB,Blue,26900,26900,24,1508.34,36200.16
Overdue 1,มหาวิทยาลัยราชภัฏนครราชสีมา,การจัดการ,ปริญญาตรี,3,1.0,Smart Phone,iPhone 13,128GB,Midnight,26900,26900,24,1345,32280
Overdue 1,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาลัยศาสนศาสตร์เฉลิมพระเกียรติกาฬสินธุ์,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,4,3.0,Smart Phone,iPhone 13,128GB,Pink,26500,26500,12,2142.29,25707.48
Overdue 1,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,นิติศาสตร์​,ปริญญาตรี,4,1.0,Smart Phone,iPhone 14,128GB,Blue,29500,29500,24,1475,35400
Overdue 1,มหาวิทยาลัยขอนแก่น,เกษตรศาสตร์/ประมง/สิ่งแวดล้อม/ทรัพยากร/วนศาสตร์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 13,128GB,Starlight,26900,26900,12,1289.17,15470.04
Overdue 1,มหาวิทยาลัยราชภัฏนครราชสีมา,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,1.0,Smart Phone,iPhone 13,128GB,Starlight,26900,26900,9,1361.11,12249.99
Overdue 1,วิทยาลัยบัณฑิตเอเซีย,พยาบาล,ปริญญาตรี,3,3.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,19200,19200,18,1143.89,20590.02
Overdue 1,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,วิศวกรรมศาสตร์​,ปริญญาตรี,1,3.0,Smart Phone,iPhone 14,128GB,Midnight,29500,29500,24,1475,35400
Overdue 1,วิทยาลัยการอาชีพหนองหาน,อุตสาหกรรม,เทียบเท่าปริญญาตรี,2,2.0,Smart Phone,iPhone 13,128GB,Midnight,26900,26900,12,1289.17,15470.04
Overdue 1,มหาวิทยาลัยรามคำแหง เฉลิมพระเกียรติ (สุรินทร์),รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,1,3.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,19200,19200,18,1314.67,23664.06
Overdue 1,มหาวิทยาลัยนเรศวร,โลจิสติกส์/การบิน,ปริญญาตรี,2,2.0,Smart Phone,iPhone 13,128GB,Starlight,26900,26900,9,2300.28,20702.52
Overdue 1,มหาวิทยาลัยราชภัฏนครราชสีมา,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 13,128GB,Blue,26900,26900,24,1345,32280
Overdue 1,มหาวิทยาลัยรังสิต,วิจิตรศิลป์/มัณฑนศิลป์/จิตรกรรม/สถาปัตยกรรม/โบราณคดี,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Space Black,43690,43690,18,2810.58,50590.44
Overdue 1,มหาวิทยาลัยราชภัฏจันทรเกษม,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 13,128GB,Green,26900,26900,18,1841.9,33154.2
Overdue 1,มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,บริหารธุรกิจ,ปริญญาตรี,2,3.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Deep Purple,40690,40690,24,1112.67,26704.08
Wait Welcome Call,มหาวิทยาลัยการกีฬาแห่งชาติ (สถาบันการพลศึกษา),อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,2,3.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Space Black,43690,43690,24,2330.13,55923.12
Wait Welcome Call,วิทยาลัยเทคนิคปทุมธานี,ช่าง,เทียบเท่าปริญญาตรี,1,2.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,19200,19200,18,1160,20880
Overdue 1,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,2,3.0,Smart Phone,iPhone 13,128GB,Green,26900,26900,24,1524.33,36583.92
Overdue 1,มหาวิทยาลัยราชภัฏบุรีรัมย์,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,19200,19200,9,1592.5,14332.5
Overdue 1,มหาวิทยาลัยสวนดุสิต,การจัดการ,ปริญญาตรี,4,1.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,256GB,Space Black,44690,44690,18,2819.45,50750.1
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,2,1.0,Smart Phone,iPhone 13,128GB,Green,26900,26900,18,1841.9,33154.2
Overdue 1,สถาบันการจัดการปัญญาภิวัฒน์,การจัดการ,ปริญญาตรี,4,2.0,Smart Phone,iPhone 14,128GB,Blue,29500,29500,18,1782.29,32081.22
Overdue 1,มหาวิทยาลัยมหาสารคาม,เกษตรศาสตร์/ประมง/สิ่งแวดล้อม/ทรัพยากร/วนศาสตร์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 13,128GB,Starlight,26900,26900,24,1508.34,36200.16
Overdue 1,วิทยาลัยอาชีวศึกษานครสวรรค์,บัญชี,เทียบเท่าปริญญาตรี,1,2.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,19200,19200,12,1560.01,18720.12
Overdue 1,มหาวิทยาลัยราชภัฏเชียงใหม่,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,1.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,19200,19200,24,880,21120
Overdue 1,มหาวิทยาลัยนอร์ทกรุงเทพ วิทยาเขตรังสิต,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 13,128GB,Midnight,26900,26900,18,1822.57,32806.26
Overdue 1,มหาวิทยาลัยฟาร์อีสเทอร์น,อักษรศาสตร์/ศิลปกรรมศาสตร์,ปริญญาตรี,3,2.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,27900,27900,18,1910.38,34386.84
Overdue 1,มหาวิทยาลัยอุบลราชธานี,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,4,1.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16900,16900,24,957.67,22984.08
Overdue 1,มหาวิทยาลัยเฉลิมกาญจนา วิยาเขตฉะเชิงเทรา,รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,1,2.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,19200,19200,24,1088,26112
Overdue 1,มหาวิทยาลัยเชียงใหม่,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Space Black,40690,40690,24,2170.13,52083.12
Overdue 1,มหาวิทยาลัยเชียงใหม่,ศึกษาศาสตร์/ครุศาสตร์,ปริญญาตรี,3,1.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Deep Purple,43690,43690,18,2815.58,50680.44
Overdue 1,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตขอนแก่น,วิศวกรรมศาสตร์​,ปริญญาตรี,4,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Space Gray,27900,30890,18,2005.03,36090.54
Overdue 1,มหาวิทยาลัยรามคำแหง,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,3.0,Smart Phone,iPhone 13,128GB,Blue,26900,26900,24,1345,32280
Overdue 1,มหาวิทยาลัยเฉลิมกาญจนา วิทยาเขตนครศรีธรรมราช,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,3,2.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,Black,16900,16900,24,957.67,22984.08
Overdue 1,มหาวิทยาลัยเฉลิมกาญจนา วิทยาเขตนครศรีธรรมราช,สาธารณสุข/เวชศาสตร์เขตร้อน,ปริญญาตรี,3,2.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,Black,16900,16900,24,957.67,22984.08
Overdue 1,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,วิศวกรรมศาสตร์​,ปริญญาตรี,4,2.0,Smart Phone,iPhone 14,128GB,Blue,29500,29500,24,1446.66,34719.84
Wait Welcome Call,มหาวิทยาลัยขอนแก่น,บริหารธุรกิจ,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,256GB,Deep Purple,47690,47690,18,2819.45,50750.1
Overdue 1,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,วิศวกรรมศาสตร์​,ปริญญาตรี,3,3.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Space Black,43690,43690,18,2639.6,47512.8
Overdue 1,มหาวิทยาลัยแม่โจ้ วิทยาเขตเชียงใหม่,การบริการ/การท่องเที่ยว/การโรงแรม,ปริญญาตรี,3,3.0,Smart Phone,iPhone 13,128GB,Pink,26900,26900,18,1820.55,32769.9
Wait Welcome Call,วิทยาลัยเทคนิคศรีสะเกษ,อุตสาหกรรม,เทียบเท่าปริญญาตรี,1,3.0,Smart Phone,iPhone 14,128GB,Purple,29500,29500,18,2019.94,36358.92
Overdue 1,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,เทคโนโลยี,ปริญญาตรี,2,1.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Blue,16700,16700,9,1932.1,17388.9
Overdue 1,มหาวิทยาลัยเฉลิมกาญจนา วิทยาเขตนครศรีธรรมราช,บริหารธุรกิจ,ปริญญาตรี,1,3.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,Black,19200,19200,24,960,23040
Overdue 1,มหาวิทยาลัยศรีนครินทรวิโรฒ องค์รักษ์,วิศวกรรมศาสตร์​,ปริญญาตรี,2,3.0,Smart Phone,iPhone 13,128GB,Green,26900,26900,24,1524.33,36583.92
Overdue 1,มหาวิทยาลัยราชภัฏเชียงใหม่,วิทยาศาสตร์และเทคโนโลยี/วิทยาการคอม,ปริญญาตรี,4,1.0,Smart Phone,iPhone 14,128GB,Midnight,29500,29500,12,2396.87,28762.44
Overdue 1,มหาวิทยาลัยราชภัฏภูเก็ต,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,1,3.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Deep Purple,43690,43690,18,2713.92,48850.56
Overdue 1,มหาวิทยาลัยราชภัฏสุราษฎ์ธานี,มนุษศาสตร์/สังคมศาสตร์/สังคมสงเคราะห์,ปริญญาตรี,3,3.0,Smart Phone,iPhone 11 (New Box) 64GB,64GB,White,16900,16900,18,1089.11,19603.98
Overdue 1,มหาวิทยาลัยราชภัฏศรีสะเกษ,รัฐศาสตร์/การเมือง/การปกครอง,ปริญญาตรี,3,2.0,Tablet,iPad 10.9-inch Wi-Fi 2022 (10th Gen),64GB,Blue,16700,20159,18,1380.33,24845.94
